Cruise,Station,Date,Year,Month,Day,Time,lon,lat,Bot_Depth,Depth,Temp,Sal,Chl,NO3,PO4,Pro,Syn,Peuk,HB,DOY,ID,Chl0,T0,I0sat
2012Summer,QD06,2012/8/10,2012,8,10,4.55,110.9055333,20.84565,29,25,24.487,33.769,2.23,2.756,0.166,66646,102336,14904,617611,223,347,0.14,30.174,45.95899963
2012Summer,QD21,2012/8/10,2012,8,10,12.95,111.525,20.56315,61,15,27.75,33.467,0.28,BLQ,BLQ,164390,20654,1435,145475,223,348,NA,NA,45.90499878
2012Summer,QD21,2012/8/10,2012,8,10,12.95,111.525,20.56315,61,25,25.096,33.992,0.36,BLQ,BLQ,141235,23206,1404,108978,223,348,NA,NA,45.90499878
2012Summer,QD21,2012/8/10,2012,8,10,12.95,111.525,20.56315,61,55,21.555,34.239,0.71,4.727,0.386,25369,7380,11162,382493,223,348,NA,NA,45.90499878
2012Summer,QD21A,2012/8/10,2012,8,10,2.466666667,111.1816833,20.85765,38,0,29.369,32.471,0.35,BLQ,BLQ,14073,778313,7401,217370,223,349,0.35,29.369,53.60549927
2012Summer,QD21A,2012/8/10,2012,8,10,2.466666667,111.1816833,20.85765,38,15,27.232,33.601,0.41,0.466,BLQ,210996,76496,2532,478161,223,349,0.35,29.369,53.60549927
2012Summer,QD21A,2012/8/10,2012,8,10,2.466666667,111.1816833,20.85765,38,35,23.888,33.956,0.68,2.568,0.188,46740,44342,11490,626572,223,349,0.35,29.369,53.60549927
2012Summer,QD31,2012/8/10,2012,8,10,16.18333333,111.7876667,20.35338333,71,0,29.792,33.164,0.13,,,23934,91276,1035,462714,223,350,0.13,29.792,45.90499878
2012Summer,QD31,2012/8/10,2012,8,10,16.18333333,111.7876667,20.35338333,71,5,29.792,33.164,0.13,BLQ,0.019234526,44393,53884,1005,329368,223,350,0.13,29.792,45.90499878
2012Summer,QD31,2012/8/10,2012,8,10,16.18333333,111.7876667,20.35338333,71,25,28.511,33.427,0.19,BLQ,0.020787129,123287,27275,1046,286988,223,350,0.13,29.792,45.90499878
2012Summer,QD31,2012/8/10,2012,8,10,16.18333333,111.7876667,20.35338333,71,50,23.175,34.214,0.41,0.197,BLQ,201177,20305,3085,1682,223,350,0.13,29.792,45.90499878
2012Summer,QD31,2012/8/10,2012,8,10,16.18333333,111.7876667,20.35338333,71,67,20.599,34.415,0.61,6.324,0.444,35578,1814,4715,279194,223,350,0.13,29.792,45.90499878
2012Summer,QD41,2012/8/10,2012,8,10,19.61666667,112.0503,20.13576667,89,0,29.9532,33.2917,0.08,BLQ,BLQ,148984,11880,882,312203,223,351,0.08,29.9532,45.90499878
2012Summer,QD41,2012/8/10,2012,8,10,19.61666667,112.0503,20.13576667,89,25,28.3467,33.3332,0.16,BLQ,BLQ,205748,7636,861,165617,223,351,0.08,29.9532,45.90499878
2012Summer,QD41,2012/8/10,2012,8,10,19.61666667,112.0503,20.13576667,89,50,23.458,34.194,0.53,BLQ,BLQ,100399,7565,18163,241803,223,351,0.08,29.9532,45.90499878
2012Summer,QD41,2012/8/10,2012,8,10,19.61666667,112.0503,20.13576667,89,70,19.876,34.463,0.5,9.771,0.675,39780,492,5392,262300,223,351,0.08,29.9532,45.90499878
2012Summer,QD41,2012/8/10,2012,8,10,19.61666667,112.0503,20.13576667,89,85,19.877,34.464,0.57,9.772,0.685,37966,441,5791,221563,223,351,0.08,29.9532,45.90499878
2012Summer,QD51,2012/8/10,2012,8,10,22.91666667,112.312,19.91716667,101,5,29.853,32.989,0.11,0.263,0.039677125,141604,8087,564,192908,223,352,0.11,29.853,45.90499878
2012Summer,QD51,2012/8/10,2012,8,10,22.91666667,112.312,19.91716667,101,25,29.668,33.284,0.14,BLQ,0.017785431,144628,18143,1251,256338,223,352,0.11,29.853,45.90499878
2012Summer,QD51,2012/8/10,2012,8,10,22.91666667,112.312,19.91716667,101,59,23.783,34.134,0.7,1.902,0.19,95130,12659,32083,312446,223,352,0.11,29.853,45.90499878
2012Summer,QD51,2012/8/10,2012,8,10,22.91666667,112.312,19.91716667,101,75,18.966,34.487,0.3,10.533,0.725,28136,308,2921,243767,223,352,0.11,29.853,45.90499878
2012Summer,QD51,2012/8/10,2012,8,10,22.91666667,112.312,19.91716667,101,98,18.829,34.493,0.57,10.819,0.747,91809,8456,13130,266897,223,352,0.11,29.853,45.90499878
2012Summer,QD61,2012/8/11,2012,8,11,1.95,112.5738,19.69918333,146,5,29.1817,33.1542,0.12,BLQ,0.031434235,205830,26240,1210,245265,224,353,0.12,29.1817,45.90499878
2012Summer,QD61,2012/8/11,2012,8,11,1.95,112.5738,19.69918333,146,25,27.013,33.436,0.15,0.113,0.023233937,218274,28844,1374,248016,224,353,0.12,29.1817,45.90499878
2012Summer,QD61,2012/8/11,2012,8,11,1.95,112.5738,19.69918333,146,50,22.278,34.179,0.47,5.486,0.398,62084,4028,11685,324164,224,353,0.12,29.1817,45.90499878
2012Summer,QD61,2012/8/11,2012,8,11,1.95,112.5738,19.69918333,146,75,19.675,34.448,0.35,9.622,0.658,40898,687,3342,172882,224,353,0.12,29.1817,45.90499878
2012Summer,QD61,2012/8/11,2012,8,11,1.95,112.5738,19.69918333,146,100,18.7033,34.5102,0.34,10.597,0.719,6704,154,1138,34135,224,353,0.12,29.1817,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,5,29.07,32.86,0.28,BLQ,0.026906463,19813,56488,1128,250513,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,25,25.97,33.52,0.3,0.753,0.102,221195,10158,3752,276828,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,50,22.39,34.12,0.57,4.654,0.314,105268,4254,11214,282366,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,75,20.81,34.34,0.56,7.455,0.521,59911,1292,7247,254497,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,100,18.51,34.5,0.26,11.183,0.776,18460,615,1835,168251,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,125,16.84,34.55,0.04,13.405,0.932,3967,205,236,171718,224,354,0.28,29.07,45.90499878
2012Summer,QD71,2012/8/11,2012,8,11,4.9333,112.8320333,19.48726667,193,150,16.64,34.55,0.04,13.693,0.952,1753,113,144,123206,224,354,0.28,29.07,45.90499878
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,5,28.916,33.042,0.17,BLQ,0.015,181148,11019,1025,318349,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,25,28.512,33.007,0.21,BLQ,0.019,254221,13950,10363,287284,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,50,22.376,33.952,0.35,1.201,0.168,264430,23473,2973,368625,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,70,20.312,34.39,0.48,8.586,0.526,97324,15529,4859,433341,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,100,19.051,34.517,0.23,11.111,0.722,22007,390,1456,297975,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,125,17.971,34.531,0.05,13.324,0.834,7442,72,256,141478,215,355,0.17,28.916,55.10115814
2012Summer,S1,2012/8/2,2012,8,2,13.0167,116.0917333,18.27356667,3787,150,16.498,34.558,0.04,13.529,0.877,2470,72,144,126959,215,355,0.17,28.916,55.10115814
2012Summer,SW01,2012/7/30,2012,7,30,1.5833,117.75,22.3,65.5,5,28.43,32.38,0.37,BLQ,0.025586655,33979,191880,9492,709564,212,356,0.37,28.43,21.83418083
2012Summer,SW01,2012/7/30,2012,7,30,1.5833,117.75,22.3,65.5,15,28.44,32.39,0.39,BLQ,0.021995145,34778,185033,9799,765543,212,356,0.37,28.43,21.83418083
2012Summer,SW01,2012/7/30,2012,7,30,1.5833,117.75,22.3,65.5,35,26.83,33.4,0.51,0.913,BLQ,67845,41584,10660,476952,212,356,0.37,28.43,21.83418083
2012Summer,SW01,2012/7/30,2012,7,30,1.5833,117.75,22.3,65.5,60,21.98,34.21,0.46,6.042,0.449,36941,7206,5484,481832,212,356,0.37,28.43,21.83418083
2012Summer,SW02,2012/7/30,2012,7,30,5.0333,117.34,23.02,64.8,5,28.65,32.46,0.29,BLQ,0.024439367,12228,99651,10240,688002,212,357,0.29,28.65,21.83418083
2012Summer,SW02,2012/7/30,2012,7,30,5.0333,117.34,23.02,64.8,15,28.66,32.5,0.33,BLQ,0.028679343,12116,105175,10199,580551,212,357,0.29,28.65,21.83418083
2012Summer,SW02,2012/7/30,2012,7,30,5.0333,117.34,23.02,64.8,35,24.18,33.81,0.67,5.017,0.342,15795,23022,6734,597899,212,357,0.29,28.65,21.83418083
2012Summer,SW02,2012/7/30,2012,7,30,5.0333,117.34,23.02,64.8,60,21.79,34.2,0.44,7.333,0.545,12249,5474,3372,772977,212,357,0.29,28.65,21.83418083
2012Summer,SW03,2012/7/30,2012,7,30,7.7,116.93,22.23,58.3,5,28.771,32.623,0.23,BLQ,0.017156584,43040,97611,6591,633700,212,358,0.23,28.771,21.83418083
2012Summer,SW03,2012/7/30,2012,7,30,7.7,116.93,22.23,58.3,15,28.488,32.851,0.29,BLQ,0.030475098,67373,21402,5843,526034,212,358,0.23,28.771,21.83418083
2012Summer,SW03,2012/7/30,2012,7,30,7.7,116.93,22.23,58.3,35,27.262,33.33,0.58,0.723,BLQ,51260,56549,9922,388210,212,358,0.23,28.771,21.83418083
2012Summer,SW03,2012/7/30,2012,7,30,7.7,116.93,22.23,58.3,60,22.114,34.157,0.39,5.887,0.423,21556,11747,3782,472704,212,358,0.23,28.771,21.83418083
2012Summer,SW04,2012/7/30,2012,7,30,10.4333,116.55,22.25,51.3,5,28.474,32.846,0.18,BLQ,0.04853241,115856,148441,3495,633435,212,359,0.18,28.474,21.83418083
2012Summer,SW04,2012/7/30,2012,7,30,10.4333,116.55,22.25,51.3,15,28.331,32.843,0.43,BLQ,BLQ,149578,119402,3864,630765,212,359,0.18,28.474,21.83418083
2012Summer,SW04,2012/7/30,2012,7,30,10.4333,116.55,22.25,51.3,25,27.612,33.172,1.11,1.813,0.133,118203,70971,12444,747134,212,359,0.18,28.474,21.83418083
2012Summer,SW04,2012/7/30,2012,7,30,10.4333,116.55,22.25,51.3,42,22.868,34.11,0.52,5.458,0.391,47622,14094,5853,367460,212,359,0.18,28.474,21.83418083
2012Summer,SW05,2012/7/30,2012,7,30,14.2833,116.15995,22.2588,51.3,15,28.554,32.388,0.46,BLQ,0.017156584,21320,186776,2829,587920,212,360,NA,NA,21.83418083
2012Summer,SW05,2012/7/30,2012,7,30,14.2833,116.15995,22.2588,51.3,25,NA,NA,NA,,,10424,143623,3434,543795,212,360,NA,NA,21.83418083
2012Summer,SW05,2012/7/30,2012,7,30,14.2833,116.15995,22.2588,51.3,30,28.002,32.892,0.5,1.316,BLQ,22232,80678,3536,536221,212,360,NA,NA,21.83418083
2012Summer,SW05,2012/7/30,2012,7,30,14.2833,116.15995,22.2588,51.3,48,21.559,34.244,0.47,7.117,0.52,19045,10055,4100,493335,212,360,NA,NA,21.83418083
2012Summer,SW06,2012/7/30,2012,7,30,16.7667,115.7780333,22.26305,50.2,5,28.433,32.755,0.16,BLQ,0.02788123,24293,132041,2870,544086,212,361,0.16,28.433,21.83418083
2012Summer,SW06,2012/7/30,2012,7,30,16.7667,115.7780333,22.26305,50.2,25,26.763,32.851,0.34,2.079,BLQ,24754,60547,3639,507845,212,361,0.16,28.433,21.83418083
2012Summer,SW06,2012/7/30,2012,7,30,16.7667,115.7780333,22.26305,50.2,45,21.523,34.051,0.58,4.092,0.27,31129,12126,4889,515743,212,361,0.16,28.433,21.83418083
2012Summer,SW08,2012/7/30,2012,7,30,16.7667,115.3839667,22.22561667,53,5,28.433,32.755,0.16,BLQ,BLQ,37402,98257,3485,534398,212,362,0.16,28.433,21.83418083
2012Summer,SW08,2012/7/30,2012,7,30,16.7667,115.3839667,22.22561667,53,25,26.763,32.851,0.12,BLQ,BLQ,35455,72734,5556,378569,212,362,0.16,28.433,21.83418083
2011Xiao,1,2011/8/24,2011,8,24,20,117.75,23.75,34,0,23.96,34.1,0.67,0,0,20357,29192,3741,,236,363,0.67,23.96,55.76079941
2011Xiao,1,2011/8/24,2011,8,24,20,117.75,23.75,34,10,23.11,34.21,0.58,0,0,0,8354,2645,,236,363,0.67,23.96,55.76079941
2011Xiao,1,2011/8/24,2011,8,24,20,117.75,23.75,34,20,22.97,34.23,0.42,0,5.78,2460,7493,2409,,236,363,0.67,23.96,55.76079941
2011Xiao,1,2011/8/24,2011,8,24,20,117.75,23.75,34,31,22.97,34.23,0.56,0.07,0.85,24928,9379,7216,,236,363,0.67,23.96,55.76079941
2011Xiao,2,2011/8/24,2011,8,24,23.5,118,23.25,28,4,28.598,32.773,0.09,0.06,0.09,10650,206855,3034,,236,364,0.09,28.598,52.15351105
2011Xiao,2,2011/8/24,2011,8,24,23.5,118,23.25,28,10,26.926,33.337,0.18,0.12,0.67,11378,196462,4777,,236,364,0.09,28.598,52.15351105
2011Xiao,2,2011/8/24,2011,8,24,23.5,118,23.25,28,20,26.646,33.424,0.34,0.17,0.23,9030,183834,4643,,236,364,0.09,28.598,52.15351105
2011Xiao,2,2011/8/24,2011,8,24,23.5,118,23.25,28,25,26.644,33.426,0.34,0.3,0,10435,178227,4541,,236,364,0.09,28.598,52.15351105
2011Xiao,4,2011/8/25,2011,8,25,6.5,118.36,22.27,137,2,30.449,33.357,0.037,0.13,0,5422,123,349,,237,365,0.037,30.449,53.6808815
2011Xiao,4,2011/8/25,2011,8,25,6.5,118.36,22.27,137,25,29.096,33.517,0.021,0.04,0.15,139554,4623,1312,,237,365,0.037,30.449,53.6808815
2011Xiao,4,2011/8/25,2011,8,25,6.5,118.36,22.27,137,50,24.334,34.119,0.173,0.54,0.59,49528,3864,8282,,237,365,0.037,30.449,53.6808815
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,0,29.802,32.663,0.015,,,133855,2716,902,,238,366,0.015,29.802,53.91667175
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,25,29.721,32.703,0.011,,,178668,3670,666,,238,366,0.015,29.802,53.91667175
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,50,28.555,33.326,0.062,,,174701,2101,646,,238,366,0.015,29.802,53.91667175
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,75,24.722,33.975,0.08,,,143859,3434,5791,,238,366,0.015,29.802,53.91667175
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,100,23.352,34.181,0.109,,,43573,123,1240,,238,366,0.015,29.802,53.91667175
2011Xiao,19,2011/8/26,2011,8,26,15,118.43,19.98,2904,150,20.782,34.495,0.099,,,14617,31,502,,238,366,0.015,29.802,53.91667175
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,3,30.366,34.454,0.048,0,0.16,99396,4592,1106,,236,367,0.048,30.366,55.70824814
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,25,29.933,33.707,0.041,0,0,248485,6891,909,,236,367,0.048,30.366,55.70824814
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,50,28.073,34.021,0.057,,,376147,4187,1584,,236,367,0.048,30.366,55.70824814
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,75,25.085,34.504,0.061,0,0,192823,4272,2283,,236,367,0.048,30.366,55.70824814
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,100,21.938,34.63,0.038,0.08,0.23,51336,239,1455,,236,367,0.048,30.366,55.70824814
2011Xiao,21,2011/8/24,2011,8,24,6,117.41,20.05,2118,150,18.198,34.578,0.004,2.09,0.28,2655,74,92,,236,367,0.048,30.366,55.70824814
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,0,30.14,33.597,0.052,,,166245,3003,543,,239,368,0.052,30.14,23.75200081
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,25,29.842,33.597,0.09,,,178852,2337,513,,239,368,0.052,30.14,23.75200081
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,50,27.278,33.958,0.181,,,197764,5658,1353,,239,368,0.052,30.14,23.75200081
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,75,23.845,34.389,0.322,,,93050,1005,6683,,239,368,0.052,30.14,23.75200081
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,100,21.797,34.533,0.133,,,26384,174,1292,,239,368,0.052,30.14,23.75200081
2011Xiao,22,2011/8/27,2011,8,27,21,116.93,19.94,1498,150,18.054,34.585,0,,,2235,41,92,,239,368,0.052,30.14,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,4,30.1,33.54,0.038,0.15,0.46,121991,7897,1015,,240,369,0.038,30.1,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,25,30.03,33.71,0.027,0.13,0.5,226911,7612,1069,,240,369,0.038,30.1,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,50,28.07,33.95,0.072,0.11,0.71,205333,4840,1123,,240,369,0.038,30.1,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,75,24.66,34.24,0.076,0.17,0.86,207399,6098,2874,,240,369,0.038,30.1,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,100,22.63,34.36,0.157,0,0.8,43768,644,2504,,240,369,0.038,30.1,23.75200081
2011Xiao,23,2011/8/28,2011,8,28,1,116.5,20,1118,150,18.7,34.58,0.007,3.65,0,2855,55,129,,240,369,0.038,30.1,23.75200081
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,3,30.209,33.594,0.046,,,182122,5617,923,,240,370,0.046,30.209,23.19828987
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,25,30.234,33.595,0.082,,,178934,4418,882,,240,370,0.046,30.209,23.19828987
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,50,28.438,33.875,0.099,,,268960,2962,728,,240,370,0.046,30.209,23.19828987
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,75,25.664,34.405,0.288,,,157430,3424,1958,,240,370,0.046,30.209,23.19828987
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,100,24.014,34.545,0.059,,,42650,72,1343,,240,370,0.046,30.209,23.19828987
2011Xiao,24,2011/8/28,2011,8,28,6,116,20,1341,150,20.269,34.604,0.007,,,3331,10,164,,240,370,0.046,30.209,23.19828987
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,4,30.333,33.505,0.04,0.22,0.12,89380,9235,144,,240,371,0.04,30.333,29.05032921
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,25,30.321,33.574,0.037,0.06,0,135321,7544,369,,240,371,0.04,30.333,29.05032921
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,50,28.599,33.925,0.076,0.13,0.12,182040,7882,297,,240,371,0.04,30.333,29.05032921
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,75,26.524,34.374,0.064,0.21,0.07,289583,4418,1333,,240,371,0.04,30.333,29.05032921
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,100,24.591,34.549,0.026,0.53,0.18,47560,82,1404,,240,371,0.04,30.333,29.05032921
2011Xiao,25,2011/8/28,2011,8,28,11.5,115.5,20,1356,150,20.457,34.593,0.01,0.85,0.36,4572,10,144,,240,371,0.04,30.333,29.05032921
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,0,30.287,33.602,0.037,0.04,0.39,150183,4090,369,,240,372,0.037,30.287,31.03367043
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,25,30.007,33.589,0.048,0,0.34,172743,4244,410,,240,372,0.037,30.287,31.03367043
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,50,27.924,33.992,0.132,0,0.29,169627,4377,810,,240,372,0.037,30.287,31.03367043
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,75,25.66,35.422,0.174,0,0,132317,3331,1117,,240,372,0.037,30.287,31.03367043
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,100,22.95,34.488,0.044,0.04,0,46884,144,1876,,240,372,0.037,30.287,31.03367043
2011Xiao,26,2011/8/28,2011,8,28,18.5,115.371,20.267,459,150,20.524,34.609,0.032,0.49,0,8221,92,328,,240,372,0.037,30.287,31.03367043
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,4,30.052,33.366,0.016,0.08,0.63,193664,7841,625,,240,373,0.016,30.052,36.73833847
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,25,30.061,33.369,0.031,0.07,0.56,192382,7103,728,,240,373,0.016,30.052,36.73833847
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,50,25.705,34.089,0.038,0.21,0.42,,,,,240,373,0.016,30.052,36.73833847
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,75,23.515,34.273,0.053,0.27,0.3,126322,3684,5066,,240,373,0.016,30.052,36.73833847
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,100,21.689,34.42,0.105,0.7,0.96,62582,529,4219,,240,373,0.016,30.052,36.73833847
2011Xiao,26.1,2011/8/28,2011,8,28,23.5,115.21,20.75,191,150,17.241,34.577,0.012,7.64,0.5,3189,37,221,,240,373,0.016,30.052,36.73833847
2011Xiao,26.3,2011/8/29,2011,8,29,8,114.91,21.6,85,0,30.002,33.489,0.022,0,0.6,131508,51158,1599,,241,374,0.022,30.002,38.65345001
2011Xiao,26.3,2011/8/29,2011,8,29,8,114.91,21.6,85,25,26.974,33.823,0.073,0.27,0.65,309448,13950,2460,,241,374,0.022,30.002,38.65345001
2011Xiao,26.3,2011/8/29,2011,8,29,8,114.91,21.6,85,50,21.842,34.341,0.129,0.34,1.87,67517,13469,8333,,241,374,0.022,30.002,38.65345001
2011Xiao,26.3,2011/8/29,2011,8,29,8,114.91,21.6,85,82,19.827,34.479,0.025,2.93,2.2,15201,656,1835,,241,374,0.022,30.002,38.65345001
2011Xiao,26.4,2011/8/29,2011,8,29,11.5,114.79,21.92,62,0,30.224,33.579,0.008,0.16,0,111561,146401,1814,,241,375,0.008,30.224,38.65345001
2011Xiao,26.4,2011/8/29,2011,8,29,11.5,114.79,21.92,62,25,26.226,34.02,0.043,0.01,0.01,184008,53884,1691,,241,375,0.008,30.224,38.65345001
2011Xiao,26.4,2011/8/29,2011,8,29,11.5,114.79,21.92,62,61,20.64,34.436,0.056,1.13,0.27,62781,7062,9071,,241,375,0.008,30.224,38.65345001
2011Xiao,26.5,2011/8/29,2011,8,29,14,114.701767,22.226641,35.5,0,30.609,33.021,0.058,0,0,0,274608,1271,,241,376,0.058,30.609,38.65345001
2011Xiao,26.5,2011/8/29,2011,8,29,14,114.701767,22.226641,35.5,10,27.929,33.691,0.103,0,0.06,70961,42261,2737,,241,376,0.058,30.609,38.65345001
2011Xiao,26.5,2011/8/29,2011,8,29,14,114.701767,22.226641,35.5,20,25.803,33.979,0.076,0,0.33,55442,44690,3126,,241,376,0.058,30.609,38.65345001
2011Xiao,26.5,2011/8/29,2011,8,29,14,114.701767,22.226641,35.5,32,21.743,34.418,0.307,0.66,0.41,44229,37648,9410,,241,376,0.058,30.609,38.65345001
2011Xiao,26.6,2011/8/29,2011,8,29,17,114.4,22.115,34,0,29.811,32.335,0.6,0.21,0.9,47263,520157,3936,,241,377,0.6,29.811,38.65345001
2011Xiao,26.6,2011/8/29,2011,8,29,17,114.4,22.115,34,10,28.1,33.664,0.179,0.76,0.81,28915,100993,3444,,241,377,0.6,29.811,38.65345001
2011Xiao,26.6,2011/8/29,2011,8,29,17,114.4,22.115,34,20,23.125,34.254,0.215,0.66,0.5,26753,30268,13315,,241,377,0.6,29.811,38.65345001
2011Xiao,26.6,2011/8/29,2011,8,29,17,114.4,22.115,34,32,21.398,34.487,0.281,0.63,0.23,29653,34368,9984,,241,377,0.6,29.811,38.65345001
2011Xiao,31,2011/8/29,2011,8,29,19,114.2,22.05,31.6,0,29.768,31.772,0.25,,,,,,,241,378,0.25,29.768,38.65345001
2011Xiao,31,2011/8/29,2011,8,29,19,114.2,22.05,31.6,10,29.206,32.817,0.74,,,,,,,241,378,0.25,29.768,38.65345001
2011Xiao,31,2011/8/29,2011,8,29,19,114.2,22.05,31.6,20,22.286,34.313,0.23,,,15836,17507,6130,,241,378,0.25,29.768,38.65345001
2011Xiao,31,2011/8/29,2011,8,29,19,114.2,22.05,31.6,29,21.33,34.4,0.15,,,,,,,241,378,0.25,29.768,38.65345001
2011Xiao,30,2011/8/29,2011,8,29,22.5,114.33,21.73,50.2,0,30.298,31.521,0.34,,,40477,464971,2839,,241,379,0.34,30.298,38.65345001
2011Xiao,30,2011/8/29,2011,8,29,22.5,114.33,21.73,50.2,10,29.54,33.021,0.05,,,242300,147887,1804,,241,379,0.34,30.298,38.65345001
2011Xiao,30,2011/8/29,2011,8,29,22.5,114.33,21.73,50.2,25,26.687,33.813,0.11,,,289050,24375,3024,,241,379,0.34,30.298,38.65345001
2011Xiao,30,2011/8/29,2011,8,29,22.5,114.33,21.73,50.2,48,21.126,34.401,0.28,,,81293,24170,7247,,241,379,0.34,30.298,38.65345001
2011Xiao,29,2011/8/30,2011,8,30,1,114.42,21.4,77,0,29.766,32.915,0.078,,,134132,30289,1773,,242,380,0.078,29.766,38.65345001
2011Xiao,29,2011/8/30,2011,8,30,1,114.42,21.4,77,25,27.672,33.757,0.03,,,236334,7329,1497,,242,380,0.078,29.766,38.65345001
2011Xiao,29,2011/8/30,2011,8,30,1,114.42,21.4,77,50,23.449,34.198,0.347,,,84686,19988,5525,,242,380,0.078,29.766,38.65345001
2011Xiao,29,2011/8/30,2011,8,30,1,114.42,21.4,77,73,20.974,34.404,0.392,,,25348,4500,5525,,242,380,0.078,29.766,38.65345001
2011Xiao,28,2011/8/30,2011,8,30,4.5,114.57,20.97,85,0,30.05,33.638,0.053,,,184408,17179,1620,,242,381,0.053,30.05,32.72830963
2011Xiao,28,2011/8/30,2011,8,30,4.5,114.57,20.97,85,25,30.061,33.637,0.066,,,214584,17927,1763,,242,381,0.053,30.05,32.72830963
2011Xiao,28,2011/8/30,2011,8,30,4.5,114.57,20.97,85,50,26.626,33.88,0.085,,,213190,6335,1384,,242,381,0.053,30.05,32.72830963
2011Xiao,28,2011/8/30,2011,8,30,4.5,114.57,20.97,85,70,NA,NA,0.273,,,9666,789,2522,,242,381,0.053,30.05,32.72830963
2011Xiao,27,2011/8/30,2011,8,30,8,114.666,20.487,122,0,29.949,33.348,0.063,,,144125,7257,615,,242,382,0.063,29.949,42.90985107
2011Xiao,27,2011/8/30,2011,8,30,8,114.666,20.487,122,25,29.941,33.424,0.062,,,163129,5935,677,,242,382,0.063,29.949,42.90985107
